job_title,city,count,percent
7499e1d2a946446d42810595a69dbd7eRb,P949,2,6.25
7499e1d2a946446d42810595a69dbd7eRb,S959,2,6.25
7499e1d2a946446d42810595a69dbd7eRb,V932,2,6.25
7499e1d2a946446d42810595a69dbd7eRb,Y232,2,6.25
749e8a73bf2fac8dede0c96b4412f05duw,B170,2,5.13
749e8a73bf2fac8dede0c96b4412f05duw,Y633,2,5.13
74a22424e5de2496b5ddf44dd4bf18adUx,O198,2,100
74a4f33c72c9d3608404e7ad0d8d161erd,S959,2,6.06
74a4f33c72c9d3608404e7ad0d8d161erd,V932,2,6.06
74cbfa3620bb69031ebe4050585bd896uh,M066,2,0.3
74d0daf9a6759fd5094fdd8f4ea67748Ic,O198,2,50
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,B873,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,C354,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,D832,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,F379,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,F554,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,I652,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,I730,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,J130,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,L977,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,M120,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,N273,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,O145,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,O641,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,O910,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,P353,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,Q598,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,S959,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,T815,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,U125,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,W405,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,Z463,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,Z581,2,0.44
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,Z885,2,0.44
74d79153330a9c5085b0b839e36516e2Ts,R892,2,3.45
74d79153330a9c5085b0b839e36516e2Ts,Y232,2,3.45
74e52c81f77496f0946f05c41b24b631AC,B170,2,16.67
74f4e3ebfefd13de069bfa44d7446edeVx,B170,2,4
74f4e3ebfefd13de069bfa44d7446edeVx,F379,2,4
74f4e3ebfefd13de069bfa44d7446edeVx,K115,2,4
74f55b7642dd606725a9e1e075e64a46da,F047,2,15.38
74f55b7642dd606725a9e1e075e64a46da,F379,2,15.38
74f55b7642dd606725a9e1e075e64a46da,O198,2,15.38
74f55b7642dd606725a9e1e075e64a46da,V932,2,15.38
74f9f4a856535c60d0d01cb370a6af7aQO,Y633,2,33.33
7511f07e6588157804b9f0f84eba6d81ys,F379,2,6.9
7516c94b654be85b862abe404dc6df93Yn,R892,2,50
752486ca4b8a6ddb8eb3ddb1bdea0994dN,R141,2,10.53
7533af0755412eae141e801b9d3bf9a3gw,F047,2,3.33
7540b23152f0aa13dd94d058c7ad32b3Tu,S542,2,5.71
7540b23152f0aa13dd94d058c7ad32b3Tu,V932,2,5.71
75529f382880f7650ef632227c094b27Bp,N806,2,100
75609f476232324b2420658393e0c6f4rV,P949,2,5.71
75609f476232324b2420658393e0c6f4rV,S542,2,5.71
75675312c3a5d96fbede7039f6eef2c3mr,B170,2,13.33
75675312c3a5d96fbede7039f6eef2c3mr,F047,2,13.33
75675312c3a5d96fbede7039f6eef2c3mr,K115,2,13.33
75675312c3a5d96fbede7039f6eef2c3mr,O198,2,13.33
75675312c3a5d96fbede7039f6eef2c3mr,V449,2,13.33
756ec6006cef3218453b7dfa9f435fceDJ,K115,2,10
756ec6006cef3218453b7dfa9f435fceDJ,R892,2,10
756ec6006cef3218453b7dfa9f435fceDJ,S959,2,10
757cf8b48536d47acc3d5e3883c89eb5sN,S542,2,100
7585cc1190df1d466d315aa653d10233pw,S759,2,100
758791e210ab9bbe1074758a14f89cc6Ch,F379,2,100
759c817052b0db4fce83155951357f22cr,V932,2,100
75b4273313c2f50dd195435c021fed8axB,B170,2,28.57
75b4273313c2f50dd195435c021fed8axB,V449,2,28.57
75ba39cc0c1504b9d04dfa132f24c835Jg,V449,2,14.29
75ba39cc0c1504b9d04dfa132f24c835Jg,Y232,2,14.29
75c49bbdee11e106c231269b4e25d5dcYL,F047,2,100
75c6053cf94af541cb8c3b53ccebbb03fR,F047,2,100
75ccd9f7b8a4b49f3f60bb21728cdc55RN,N430,2,14.29
75d29b3bf74310285e7f963bf316e6c0eK,F047,2,66.67
75e9053c0ac47ed84a50e0d2e48ce2ecYm,F379,2,100
75eabcc31c0ec6ce563a4de9623ae078hy,F047,2,66.67
75f7d23f87993c0b2ac43fd3c5137915HY,Y232,2,50
75f826bf9b36fdf2001c54ea0a4c7f3cQM,F379,2,28.57
75f82fa5e93b6f080b557e1593871783Vs,V932,2,100
75f8d58bf7bdbf88b4bd10dfcfbe59dbwc,F379,2,22.22
75f8d58bf7bdbf88b4bd10dfcfbe59dbwc,O198,2,22.22
75fd201419e7e84782e58fd603322ac9FO,Y633,2,100
760498d0cf26e02c6cce9f489076a476pl,B170,2,33.33
760498d0cf26e02c6cce9f489076a476pl,P949,2,33.33
760bed14f83c8d2b0ad162a0b27478abuc,F301,2,20
760bed14f83c8d2b0ad162a0b27478abuc,F379,2,20
761e76b4a7f086cd2d5b474d274212f7TE,R892,2,11.76
761e76b4a7f086cd2d5b474d274212f7TE,S542,2,11.76
763cf0a0d2becf697798694dcf156b78Xa,S542,2,16.67
763cf0a0d2becf697798694dcf156b78Xa,Y633,2,16.67
7648b9b6f94c2a036b26fb6ac97f4288WO,N806,2,25
764ca2138cacc97829b9ce255f5b7102uU,Y633,2,100
764f7fe8f6e13ff5449f33a00fb39bebrh,B170,2,14.29
764f7fe8f6e13ff5449f33a00fb39bebrh,O198,2,14.29
764f7fe8f6e13ff5449f33a00fb39bebrh,V449,2,14.29
7654d2ff7a22812c19e38fe59b78770fbr,Y633,2,100
765a06cf6a4ae3bcc03e29d3b2c86ee8RR,S959,2,40
7667acbfd59421158b70dc49872b0401io,N806,2,66.67
76693b1a2b6c68cfc60b9e904eb74a8clr,F047,2,18.18
76693b1a2b6c68cfc60b9e904eb74a8clr,K115,2,18.18
76693b1a2b6c68cfc60b9e904eb74a8clr,O198,2,18.18
766e54b11660a2ae6c5a476e9469a638Uv,B170,2,100
7670d2d7de177976e2603511c86cc08fjm,Y232,2,100
76858639b054d13ea3c56f8fa3589de2NF,F047,2,100
7686fbb0058706785d7ba01041ef622foZ,A195,2,0.88
7686fbb0058706785d7ba01041ef622foZ,A717,2,0.88
7686fbb0058706785d7ba01041ef622foZ,B474,2,0.88
7686fbb0058706785d7ba01041ef622foZ,B608,2,0.88
7686fbb0058706785d7ba01041ef622foZ,B826,2,0.88
7686fbb0058706785d7ba01041ef622foZ,D767,2,0.88
7686fbb0058706785d7ba01041ef622foZ,D906,2,0.88
7686fbb0058706785d7ba01041ef622foZ,F958,2,0.88
7686fbb0058706785d7ba01041ef622foZ,H187,2,0.88
7686fbb0058706785d7ba01041ef622foZ,H574,2,0.88
7686fbb0058706785d7ba01041ef622foZ,J532,2,0.88
7686fbb0058706785d7ba01041ef622foZ,J565,2,0.88
7686fbb0058706785d7ba01041ef622foZ,J722,2,0.88
7686fbb0058706785d7ba01041ef622foZ,K571,2,0.88
7686fbb0058706785d7ba01041ef622foZ,M101,2,0.88
7686fbb0058706785d7ba01041ef622foZ,N214,2,0.88
7686fbb0058706785d7ba01041ef622foZ,N273,2,0.88
7686fbb0058706785d7ba01041ef622foZ,O354,2,0.88
7686fbb0058706785d7ba01041ef622foZ,O621,2,0.88
7686fbb0058706785d7ba01041ef622foZ,O824,2,0.88
7686fbb0058706785d7ba01041ef622foZ,P772,2,0.88
7686fbb0058706785d7ba01041ef622foZ,P939,2,0.88
7686fbb0058706785d7ba01041ef622foZ,P949,2,0.88
7686fbb0058706785d7ba01041ef622foZ,Q531,2,0.88
7686fbb0058706785d7ba01041ef622foZ,R141,2,0.88
7686fbb0058706785d7ba01041ef622foZ,R246,2,0.88
7686fbb0058706785d7ba01041ef622foZ,R761,2,0.88
7686fbb0058706785d7ba01041ef622foZ,R858,2,0.88
7686fbb0058706785d7ba01041ef622foZ,S528,2,0.88
7686fbb0058706785d7ba01041ef622foZ,S542,2,0.88
7686fbb0058706785d7ba01041ef622foZ,S668,2,0.88
7686fbb0058706785d7ba01041ef622foZ,S750,2,0.88
7686fbb0058706785d7ba01041ef622foZ,S764,2,0.88
7686fbb0058706785d7ba01041ef622foZ,T818,2,0.88
7686fbb0058706785d7ba01041ef622foZ,U192,2,0.88
7686fbb0058706785d7ba01041ef622foZ,U555,2,0.88
7686fbb0058706785d7ba01041ef622foZ,U827,2,0.88
7686fbb0058706785d7ba01041ef622foZ,V042,2,0.88
7686fbb0058706785d7ba01041ef622foZ,V449,2,0.88
7686fbb0058706785d7ba01041ef622foZ,W657,2,0.88
7686fbb0058706785d7ba01041ef622foZ,Y532,2,0.88
7686fbb0058706785d7ba01041ef622foZ,Y770,2,0.88
7686fbb0058706785d7ba01041ef622foZ,Z731,2,0.88
768a0d8172932ffbdb305a3a4206d17bMM,Y633,2,33.33
768c6aabc5394aae2fb278dea25a8043cF,V449,2,15.38
7694f3894bdc42a7e8659e94e8757d5chC,L977,2,28.57
769a321d53bf9a136d8d7554ab87ce5ehE,B170,2,14.29
769a321d53bf9a136d8d7554ab87ce5ehE,F379,2,14.29
769a321d53bf9a136d8d7554ab87ce5ehE,V932,2,14.29
769a3dc6c9f20ae93b91181046a756e0te,S959,2,28.57
769db4ea593ce8f93a093a84ad1baec2OY,P353,2,0.19
769db4ea593ce8f93a093a84ad1baec2OY,S732,2,0.19
769db4ea593ce8f93a093a84ad1baec2OY,U072,2,0.19
76a4ddc504ecb7034386e42dd808574fqe,P949,2,15.38
76a4ddc504ecb7034386e42dd808574fqe,S542,2,15.38
76a4ddc504ecb7034386e42dd808574fqe,Y232,2,15.38
76a5b1f5cbba656406630e34f10f247ewr,F047,2,12.5
76a5b1f5cbba656406630e34f10f247ewr,Y633,2,12.5
76a98b05f9cc9361d0060bef8c5cbc1aKr,F379,2,100
76ad2209ac0147c360c7840bdf9c94c6GI,N806,2,7.41
76ad2209ac0147c360c7840bdf9c94c6GI,S959,2,7.41
76b2ad610ce88433f5e78c0d27b8f540SZ,P949,2,6.06
76b2ad610ce88433f5e78c0d27b8f540SZ,R892,2,6.06
76b78c5d7d8ff1f1be59bba95db2adbbBV,O198,2,0.38
76bbd9db19a84b6208189a13e8c476c7bg,O198,2,7.41
76bbd9db19a84b6208189a13e8c476c7bg,P949,2,7.41
76bbd9db19a84b6208189a13e8c476c7bg,S959,2,7.41
76c266ce4e10e9dda976eca09c218ba5OW,V449,2,66.67
76cec864521531507a540a520245b5baAX,O198,2,14.29
76cec864521531507a540a520245b5baAX,P949,2,14.29
76cec864521531507a540a520245b5baAX,S542,2,14.29
76d9abc86142bc810fc8e3a8a00781beTu,S959,2,11.76
76df559700a38f4a2c8a169ec4c2f4d8RS,F047,2,22.22
76df559700a38f4a2c8a169ec4c2f4d8RS,S542,2,22.22
76df559700a38f4a2c8a169ec4c2f4d8RS,Y232,2,22.22
76dfe3a9539f40d1b780576636d220aaBT,B170,2,5.56
76dfe3a9539f40d1b780576636d220aaBT,F379,2,5.56
76dfe3a9539f40d1b780576636d220aaBT,Y232,2,5.56
76e1215c9e8bcbec1f983bf3b8fc42deXf,F047,2,40
76e579551abd157e965232a21f4591d8zz,V932,2,40
76e579551abd157e965232a21f4591d8zz,Y633,2,40
76f94344f0f800e18ea3e41efe1fa977Rf,F047,2,20
76f94344f0f800e18ea3e41efe1fa977Rf,R892,2,20
76f94344f0f800e18ea3e41efe1fa977Rf,Y633,2,20
770eebbdaa0bca18919a50336b972f57ob,V932,2,100
77105c696638ea7a67863498fcafede6zs,S542,2,11.76
77105c696638ea7a67863498fcafede6zs,S959,2,11.76
77105c696638ea7a67863498fcafede6zs,Y232,2,11.76
77124e5dae06f1469406089b5f076808Pi,S959,2,100
7712f915b711819e0ea6173d71d04012ro,P949,2,2.56
771a0a3d81e7d64ffaeef0f50679962fIW,P949,2,50
7729d178f35872beeb760ac3039b0c1cAn,B170,2,13.33
7729d178f35872beeb760ac3039b0c1cAn,P949,2,13.33
7732ebc887055c9f316acaac7629877aSo,F047,2,100
7735ef80a63e2e69acb79dd1917d2954sg,B170,2,20
7735ef80a63e2e69acb79dd1917d2954sg,Y633,2,20
7737530ee4bd8cc28e496e224f33ec0eLQ,B170,2,40
7737d4c68d949e8b11a7710b455a88f0lN,Y232,2,50
773b50b221223f758f9380f6f08d681fYI,Y633,2,28.57
773c85e199d12778922dfa35d1da564cDq,F379,2,66.67
7748d098f1aa1a9ce7c02a2b1c117919tJ,S959,2,100
774c48b0b158d0ac675d924328f13fcenc,V449,2,25
774fe40ca05d027be0c427affec50d44aQ,Y253,2,22.22
7756aa905b09f217d0500df68e7590e5AO,F047,2,33.33
776d1c724c51697d8271dd56cb79c5ebgS,B170,2,40
777ed1dfe36670ab6a411ae8cfb4f519Re,F047,2,50
777f4c048f35e55dca47b31889b0402fYG,G691,2,1.31
777f4c048f35e55dca47b31889b0402fYG,H913,2,1.31
777f4c048f35e55dca47b31889b0402fYG,N806,2,1.31
777f4c048f35e55dca47b31889b0402fYG,P543,2,1.31
777f4c048f35e55dca47b31889b0402fYG,S764,2,1.31
777f4c048f35e55dca47b31889b0402fYG,V365,2,1.31
777f4c048f35e55dca47b31889b0402fYG,W055,2,1.31
777faf8627e7a53f5512013ba2ed41deRr,R892,2,25
777ffb2a20d200ac261ba86d8d632035dR,F379,2,3.33
777ffb2a20d200ac261ba86d8d632035dR,N806,2,3.33
777ffb2a20d200ac261ba86d8d632035dR,W665,2,3.33
777ffb2a20d200ac261ba86d8d632035dR,Y232,2,3.33
777ffb2a20d200ac261ba86d8d632035dR,Y633,2,3.33
77922e3b391313a22c20172553a50e28OR,F047,2,50
77953847e3517eac15661063e9a0bdddkh,Y633,2,66.67
77ba6a6ffcbcd45cebbfb98ce7040ec7Ox,O198,2,66.67
77c04a5d79b1861a900d9e6b04cf6dcfvL,Y232,2,100
77cd192db683a5e31ae9dfcbc1ece960rE,O198,2,2.6
77cd192db683a5e31ae9dfcbc1ece960rE,V932,2,2.6
77dbdf75b415c18a0de8c1dce51afc08Ro,B170,2,33.33
77e1302f27df5ad43fe53b5af1536d74cM,P949,2,100
77e19052371a05f4dc8ef67121932503gt,P949,2,100
77e54123504198b3bd34dc448d11d026IK,F379,2,28.57
77e872948230ebe4cbab7b2f9b16872bDE,V449,2,100
77f17558f6250d3a37b54cd9d08574cfxj,V932,2,9.52
77f94afcb944fea2069092a4c92bab1fzk,Z824,2,0.19
780db4e252fc73f39008848581b82ec7WT,Y633,2,2.86
780ea45c0bf6a2ad34c64ccbad06e4faYj,O198,2,7.41
78132b7757ff687f80ddc43bfb9946a8nW,P949,2,8.33
78132b7757ff687f80ddc43bfb9946a8nW,S542,2,8.33
78132b7757ff687f80ddc43bfb9946a8nW,V932,2,8.33
781ade8052d1380d2916f303e872e924FD,V449,2,100
781babd5710cd90cc2877d42c34cb712eS,R892,2,50
78278d569f20312858d39388b44b0efeRK,O198,2,20
78278d569f20312858d39388b44b0efeRK,P949,2,20
782d6b5fe8ab65d78b209fbc82b45e28AM,A155,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,A655,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,A685,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,A861,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,B369,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,B455,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,B474,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,B574,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,B729,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,C070,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,C144,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,C815,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,C906,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,D051,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,D090,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,D832,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,E057,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,E416,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,F554,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,G065,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,G691,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,G904,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,G905,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,H442,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,H913,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,I705,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,K571,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,K816,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,L015,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,L518,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,M101,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,M585,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,M907,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,N214,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,N273,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,O238,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,O309,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,O482,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,P713,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,P772,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,P949,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,Q598,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,R105,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,S503,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,S546,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,S959,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,T815,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,U561,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,U947,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,V403,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,W396,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,W657,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,W665,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,W805,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,X916,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,Y350,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,Y495,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,Y784,2,0.48
782d6b5fe8ab65d78b209fbc82b45e28AM,Z182,2,0.48
7845dd8408e7fb1454835d6698e9ee5eFg,O198,2,66.67
7847e751f10b89f83f527c67ebdfe94fCG,V449,2,40
784b7519893d5f80b46d083a373e01f3hL,O198,2,16.67
784b7519893d5f80b46d083a373e01f3hL,S542,2,16.67
784b7519893d5f80b46d083a373e01f3hL,V932,2,16.67
784b7519893d5f80b46d083a373e01f3hL,Y232,2,16.67
784fdfbaa6b922b248c2c87798deb927ZE,N806,2,66.67
78581b33c51a109b8530a2b1aad04ae3xV,F047,2,20
78581b33c51a109b8530a2b1aad04ae3xV,S959,2,20
78655cff8c76b61173940500f24906cdbu,K115,2,100
786c1b4bc1ed4470202252160b0d91aand,S959,2,1.98
786c1b4bc1ed4470202252160b0d91aand,V932,2,1.98
786f5ce8c65ab4b18697082e9f713eadfG,O198,2,50
787284ec0b3b0b34e1cfc38be4d3c771uN,F047,2,50
78767177719bdafd2d3061e83a463e0djD,R892,2,66.67
78811a66a10ffa90f87fc8aeaa32efa3qV,O198,2,7.41
78811a66a10ffa90f87fc8aeaa32efa3qV,V932,2,7.41
7887c92288600f1109d16f8cd7b3b997yV,A497,2,1.63
7887c92288600f1109d16f8cd7b3b997yV,B170,2,1.63
7887c92288600f1109d16f8cd7b3b997yV,N780,2,1.63
7887c92288600f1109d16f8cd7b3b997yV,V852,2,1.63
7896d00e4e5284f08cf8929bc87c8e48XU,O198,2,22.22
7896d00e4e5284f08cf8929bc87c8e48XU,V932,2,22.22
789854603f70d2c2b0c8db6c2e747cb6Hs,S542,2,33.33
789854603f70d2c2b0c8db6c2e747cb6Hs,Y633,2,33.33
78ba47e57530f7c1eed85254c1a54a42YE,F047,2,100
78bb773b21e1bc23e02af795b39ff7e5iY,K115,2,10.53
78bb773b21e1bc23e02af795b39ff7e5iY,R892,2,10.53
78c4bcce2579ea3e58f187dfcaed26a7Qh,F379,2,10
78c4bcce2579ea3e58f187dfcaed26a7Qh,S542,2,10
78c4bcce2579ea3e58f187dfcaed26a7Qh,S959,2,10
78c4bcce2579ea3e58f187dfcaed26a7Qh,V932,2,10
78d8ce52ecb224d30833eb148092b5ceAp,F047,2,4.88
78d8ce52ecb224d30833eb148092b5ceAp,V449,2,4.88
78d8ce52ecb224d30833eb148092b5ceAp,Y232,2,4.88
78d8ce52ecb224d30833eb148092b5ceAp,Y633,2,4.88
78d8d9f6686489284a100438d59a6be7lO,S959,2,33.33
78dff308730e4e925ad7d7c703316b6duR,R892,2,66.67
78ecb180b84c37beb08b9c961d3f9235Ny,F047,2,33.33
78ef1546356b0e2013258aac3e6d10bdXG,R892,2,66.67
78f74c0d0c3d027905c7807e6b26c88fDt,P949,2,33.33
78f74c0d0c3d027905c7807e6b26c88fDt,R892,2,33.33
79057f0d8457414e70eef3e099b9ac55HH,P949,2,66.67
790bce96710726f183fad0fc68817b9fKU,V932,2,100
790ce2deb91ebffceb3ad038a24be465dP,R858,2,20
7919934efe9e1cf98288d5022ea58fe4rX,S542,2,100
792a8ca952149efb125687755042cc5eQb,K115,2,2.56
792a8ca952149efb125687755042cc5eQb,S959,2,2.56
792a8ca952149efb125687755042cc5eQb,Y232,2,2.56
792ac9deb4392627c91916f633135e4eNQ,B170,2,6.9
792b598e8c02b39b5a57a6aa1a3be51dbm,R892,2,8.33
79341e8fad1a8b215e68de7753186c0dKV,V932,2,33.33
793bc9976d51933796be904bb690d5cfwy,F047,2,3.28
793bc9976d51933796be904bb690d5cfwy,V449,2,3.28
793bc9976d51933796be904bb690d5cfwy,V932,2,3.28
7943f00f608ac6619c5a19d445af87f4Up,F379,2,33.33
7963bdad974f86a1d2287788fe73b766Wo,K115,2,100
7968b54dead5c2b99e0355673a826e1bNT,Y633,2,33.33
7969f7308d37026623e5b5c7d63989ecbE,D832,2,1.32
7972e7949f6eec410081d3b548e5fb4ebV,S959,2,33.33
7972e7949f6eec410081d3b548e5fb4ebV,Y633,2,33.33
797698eea8320e917d34ec472446c8c8tE,B170,2,28.57
798a7bc0f91cb98b7b5f726c9eadf13aMq,R892,2,50
79977d206c55c53546e52e9a1e8f9c14qP,V932,2,4.26
79b9a7c351513ebccde148128ebd422cbm,O198,2,18.18
79c017e6cfd9ad166e208c8f2e5a441fmD,B170,2,2.06
79c017e6cfd9ad166e208c8f2e5a441fmD,P949,2,2.06
79d26647bfd59a9f9d2c787b99f24e87WU,S295,2,8.33
79e670d5b10daa45fccceef21c4f4ffbco,K115,2,33.33
79e670d5b10daa45fccceef21c4f4ffbco,V932,2,33.33
79ee4bc1251b3d1c26056adc932afa47wI,P949,2,1.08
79f20207013a6d48903ed2a8523afe9afh,R892,2,100
7a027725713df029a99bb6120c088fbeHj,Y232,2,66.67
7a0683bc828e66f3ac75d5a1422940e5iT,F379,2,100
7a165ef6bf7d2629261f8613e7d5ced6et,P949,2,66.67
7a18a06c6ef6789fefdb3353158edb7bki,K115,2,25
7a18a06c6ef6789fefdb3353158edb7bki,R892,2,25
7a20372754d277d6d7da0127712804d9Uo,V932,2,66.67
7a25d244a83b21ebe4309ee2f3a1cd9bcd,V449,2,2.3
7a38ed74c59d017a548b8fbad60b7801FE,I652,2,4.65
7a38ed74c59d017a548b8fbad60b7801FE,K115,2,4.65
7a38ed74c59d017a548b8fbad60b7801FE,S213,2,4.65
7a3bff2e89bc51ab9d66ddba8698e021rP,B170,2,15.38
7a3bff2e89bc51ab9d66ddba8698e021rP,F047,2,15.38
7a3e044ae06bc69d871858a96070d437oI,S959,2,9.09
7a40983c360f00fa8e15af57d4986592yp,K115,2,100
7a4212073c8d44246d2d98cc57edbaeaqh,R892,2,100
7a4bd62bf5cfb34840fd730f6aafaa7dNM,K389,2,1.49
7a4bd62bf5cfb34840fd730f6aafaa7dNM,N476,2,1.49
7a4bd62bf5cfb34840fd730f6aafaa7dNM,P357,2,1.49
7a4bd62bf5cfb34840fd730f6aafaa7dNM,T818,2,1.49
7a4dcde3f11871c2ae1bf41f8159a4b0IO,V932,2,66.67
7a57be5afd7c878175e72c98d93f7f47Bo,S542,2,100
7a5ace954713be2dd4dad4b98ef6ffa4zq,Y633,2,66.67
7a65f6e93312c55d1488e1ca81a0ef07lR,V449,2,100
7a70b6cf7ae84dcfd9fed477223e13acFH,O198,2,40
7a735654c2d60385bd16d1f84a524371Ol,D346,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,L961,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,O198,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,O576,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,O824,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,R230,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,R646,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,W396,2,3.85
7a735654c2d60385bd16d1f84a524371Ol,X232,2,3.85
7a7700a555771fd46230a38f7186a885bU,S542,2,2.7
7a7700a555771fd46230a38f7186a885bU,S959,2,2.7
7a79d5bdb089108764c14d1c830eeb8cuX,D821,2,7.14
7a79d5bdb089108764c14d1c830eeb8cuX,V449,2,7.14
7a7c077ec6108c215f91abd8a1a91015FK,N806,2,10.53
7a7ef4347f2a25a528eb3a3080f377bdTM,S959,2,15.38
7a81a59413c0234212a392b6d5b5d2a4qu,K115,2,66.67
7a82e2b8bc290213fc6e0ec66fefdc39Qi,R892,2,28.57
7a82f520a185b680a02adb2994394598qQ,N806,2,11.11
7a861e5d3d39954e08089c3480a21346lq,R892,2,100
7a87d27333e5f9c3f499a26cdbdc7268Cj,F379,2,11.11
7a87d27333e5f9c3f499a26cdbdc7268Cj,T739,2,11.11
7a898f665f32b02a94c2b5a95e37a6d8ez,K115,2,66.67
7a8fce495080ef9cd2ae61db6baceff4vu,O198,2,40
7a92ee347d4eada2c987364dab5bff84YZ,F379,2,100
