city,city_hot_count,city_hot_norm,is_high_activity,city_avg_exp_threshold,city_avg_edu_threshold,city_comprehensive_threshold,avg_monthly_salary_mid,avg_yearly_salary_mid,salary_median,company_count,job_type_count,industry_type_count,avg_experience_rank,avg_education_rank,recruitment_activity_index,activity_grade
U692,297,0.011521899367653334,0,6.511784511784512,6.046576879910213,6.279180695847363,6077.857744107744,73180.08417508418,5500.0,297,265,61,6.511784511784512,7.255892255892256,0.11521899367653334,低活跃度
Q163,297,0.011521899367653334,0,6.572390572390573,6.125140291806959,6.348765432098765,5984.329966329967,71961.79124579125,5500.0,287,267,59,6.572390572390573,7.35016835016835,0.11521899367653334,低活跃度
D475,297,0.011521899367653334,0,6.622895622895623,6.113916947250281,6.368406285072952,5895.1430976430975,71120.50505050505,5500.0,296,273,78,6.622895622895623,7.3367003367003365,0.11521899367653334,低活跃度
X232,297,0.011521899367653334,0,6.626262626262626,6.119528619528619,6.372895622895623,6691.987373737374,80541.22222222222,5500.0,293,282,73,6.626262626262626,7.343434343434343,0.11521899367653334,低活跃度
E027,297,0.011521899367653334,0,6.508417508417509,6.262626262626263,6.385521885521886,5944.292929292929,71846.66666666667,5500.0,296,267,62,6.508417508417509,7.515151515151516,0.11521899367653334,低活跃度
I784,297,0.011521899367653334,0,6.575757575757576,6.380471380471381,6.478114478114478,6547.386363636364,78864.93265993266,5500.0,297,270,68,6.575757575757576,7.656565656565657,0.11521899367653334,低活跃度
X066,297,0.011521899367653334,0,6.6632996632996635,6.130751964085297,6.397025813692481,6384.55808080808,76904.25925925926,5500.0,297,268,73,6.6632996632996635,7.356902356902357,0.11521899367653334,低活跃度
G282,297,0.011521899367653334,0,6.488215488215488,6.164421997755331,6.32631874298541,5825.311447811448,70326.29629629629,5000.0,294,255,67,6.488215488215488,7.397306397306397,0.11521899367653334,低活跃度
S295,297,0.011521899367653334,0,6.774410774410774,6.711560044893378,6.742985409652077,6069.156565656565,73282.74074074074,5500.0,293,283,79,6.774410774410774,8.053872053872054,0.11521899367653334,低活跃度
B748,297,0.011521899367653334,0,6.525252525252525,6.043771043771044,6.284511784511785,5182.531144781145,62483.30303030303,4500.0,292,262,62,6.525252525252525,7.252525252525253,0.11521899367653334,低活跃度
A717,297,0.011521899367653334,0,6.481481481481482,6.094276094276094,6.287878787878788,5802.937710437711,69724.47811447812,5000.0,293,267,69,6.481481481481482,7.313131313131313,0.11521899367653334,低活跃度
Y034,297,0.011521899367653334,0,6.481481481481482,6.0634118967452295,6.272446689113356,6016.999158249158,72533.95622895623,5500.0,297,252,69,6.481481481481482,7.276094276094276,0.11521899367653334,低活跃度
T766,297,0.011521899367653334,0,6.491582491582491,6.11672278338945,6.304152637485971,5793.863636363636,69575.18518518518,4500.0,296,280,68,6.491582491582491,7.34006734006734,0.11521899367653334,低活跃度
N476,297,0.011521899367653334,0,6.441077441077441,6.164421997755331,6.302749719416386,5676.372053872054,68412.76094276094,5500.0,297,274,85,6.441077441077441,7.397306397306397,0.11521899367653334,低活跃度
G380,297,0.011521899367653334,0,6.397306397306397,6.071829405162738,6.234567901234568,5742.791245791246,69990.93602693603,4500.0,295,265,64,6.397306397306397,7.286195286195286,0.11521899367653334,低活跃度
P543,297,0.011521899367653334,0,6.4713804713804715,6.1419753086419755,6.3066778900112235,6517.242424242424,78385.36026936027,5500.0,297,266,57,6.4713804713804715,7.37037037037037,0.11521899367653334,低活跃度
D490,297,0.011521899367653334,0,6.488215488215488,6.257014590347923,6.3726150392817065,5320.513468013468,64420.23569023569,4500.0,296,264,68,6.488215488215488,7.508417508417509,0.11521899367653334,低活跃度
M108,297,0.011521899367653334,0,6.414141414141414,6.313131313131313,6.363636363636363,5813.3249158249155,70194.24242424243,5000.0,296,261,62,6.414141414141414,7.575757575757576,0.11521899367653334,低活跃度
F659,297,0.011521899367653334,0,6.525252525252525,5.942760942760943,6.234006734006734,5890.315656565656,70735.97643097643,5500.0,295,252,67,6.525252525252525,7.1313131313131315,0.11521899367653334,低活跃度
V829,297,0.011521899367653334,0,6.609427609427609,6.074635241301908,6.342031425364758,5612.592592592592,67516.09427609427,4893.75,296,264,68,6.609427609427609,7.28956228956229,0.11521899367653334,低活跃度
K132,297,0.011521899367653334,0,6.585858585858586,6.3832772166105505,6.484567901234568,6572.268518518518,79096.17845117845,5500.0,297,273,60,6.585858585858586,7.65993265993266,0.11521899367653334,低活跃度
C070,297,0.011521899367653334,0,6.454545454545454,6.214927048260382,6.334736251402918,7350.210437710438,97774.91582491582,5500.0,293,257,63,6.454545454545454,7.457912457912458,0.11521899367653334,低活跃度
D881,296,0.011483105093688172,0,6.486486486486487,6.100788288288288,6.293637387387387,5249.5059121621625,63010.96283783784,4500.0,296,259,63,6.486486486486487,7.320945945945946,0.11483105093688173,低活跃度
R775,296,0.011483105093688172,0,6.4391891891891895,6.083896396396396,6.261542792792793,4994.691722972973,60166.03040540541,4500.0,294,254,64,6.4391891891891895,7.300675675675675,0.11483105093688173,低活跃度
P623,296,0.011483105093688172,0,6.635135135135135,6.2274774774774775,6.431306306306307,5865.936655405405,70585.49662162163,5250.0,296,263,72,6.635135135135135,7.472972972972973,0.11483105093688173,低活跃度
O641,296,0.011483105093688172,0,6.52027027027027,6.337274774774775,6.4287725225225225,6546.304898648648,79227.95608108108,5500.0,292,265,66,6.52027027027027,7.60472972972973,0.11483105093688173,低活跃度
D821,296,0.011483105093688172,0,6.516891891891892,6.427364864864865,6.472128378378378,6806.772804054054,82720.125,6000.0,295,274,76,6.516891891891892,7.712837837837838,0.11483105093688173,低活跃度
P851,296,0.011483105093688172,0,6.6858108108108105,6.1542792792792795,6.420045045045045,6242.250844594595,75614.7804054054,5500.0,293,260,64,6.6858108108108105,7.385135135135135,0.11483105093688173,低活跃度
Y359,296,0.011483105093688172,0,6.496621621621622,6.269707207207207,6.383164414414415,5567.3690878378375,66952.01013513513,5000.0,296,269,72,6.496621621621622,7.523648648648648,0.11483105093688173,低活跃度
I730,296,0.011483105093688172,0,6.787162162162162,6.554054054054054,6.670608108108108,8103.445945945946,98324.12162162163,6500.0,296,274,71,6.787162162162162,7.864864864864865,0.11483105093688173,低活跃度
B729,296,0.011483105093688172,0,6.60472972972973,6.230292792792793,6.417511261261261,6036.241554054054,72804.83108108108,5500.0,296,249,64,6.60472972972973,7.476351351351352,0.11483105093688173,低活跃度
O344,296,0.011483105093688172,0,6.39527027027027,6.036036036036037,6.215653153153153,6717.246621621622,80811.35135135135,5500.0,295,266,70,6.39527027027027,7.243243243243243,0.11483105093688173,低活跃度
D051,296,0.011483105093688172,0,6.530405405405405,6.157094594594595,6.34375,5866.220439189189,70507.82094594595,5500.0,284,274,70,6.530405405405405,7.388513513513513,0.11483105093688173,低活跃度
R251,296,0.011483105093688172,0,6.35472972972973,6.092342342342342,6.223536036036037,5351.236486486487,64280.71621621621,4650.0,295,276,70,6.35472972972973,7.3108108108108105,0.11483105093688173,低活跃度
S124,296,0.011483105093688172,0,6.516891891891892,6.148648648648648,6.33277027027027,5148.247466216216,61829.64527027027,4500.0,295,246,58,6.516891891891892,7.378378378378378,0.11483105093688173,低活跃度
M907,296,0.011483105093688172,0,6.510135135135135,6.0191441441441444,6.26463963963964,5464.983108108108,65701.41891891892,5000.0,296,252,62,6.510135135135135,7.222972972972973,0.11483105093688173,低活跃度
Y531,296,0.011483105093688172,0,6.523648648648648,6.2725225225225225,6.398085585585585,5990.396959459459,71945.57432432432,5500.0,296,254,68,6.523648648648648,7.527027027027027,0.11483105093688173,低活跃度
F469,296,0.011483105093688172,0,6.570945945945946,6.385135135135135,6.47804054054054,5791.655405405405,69535.33783783784,5500.0,296,263,61,6.570945945945946,7.662162162162162,0.11483105093688173,低活跃度
M060,296,0.011483105093688172,0,6.574324324324325,6.348536036036037,6.46143018018018,5999.987331081081,72114.71283783784,5500.0,296,278,73,6.574324324324325,7.618243243243243,0.11483105093688173,低活跃度
B873,296,0.011483105093688172,0,6.513513513513513,6.196509009009009,6.355011261261261,5581.646959459459,67155.43918918919,4000.0,295,258,67,6.513513513513513,7.4358108108108105,0.11483105093688173,低活跃度
G575,296,0.011483105093688172,0,6.361486486486487,5.976914414414415,6.16920045045045,4853.804898648648,58289.5777027027,4000.0,296,254,67,6.361486486486487,7.172297297297297,0.11483105093688173,低活跃度
Z731,296,0.011483105093688172,0,6.668918918918919,6.354166666666666,6.511542792792793,5904.497466216216,70909.71283783784,5000.0,294,274,63,6.668918918918919,7.625,0.11483105093688173,低活跃度
Y532,296,0.011483105093688172,0,6.4425675675675675,5.743243243243243,6.092905405405405,5776.251689189189,69600.49324324324,5500.0,292,280,63,6.4425675675675675,6.891891891891892,0.11483105093688173,低活跃度
S500,296,0.011483105093688172,0,6.733108108108108,6.241554054054054,6.487331081081081,8052.639358108108,97863.09121621621,7000.0,296,280,79,6.733108108108108,7.489864864864865,0.11483105093688173,低活跃度
P548,296,0.011483105093688172,0,6.554054054054054,5.943130630630631,6.248592342342342,6034.413006756757,73130.86148648648,5500.0,294,265,69,6.554054054054054,7.131756756756757,0.11483105093688173,低活跃度
Y434,296,0.011483105093688172,0,6.672297297297297,6.1542792792792795,6.413288288288288,5680.629222972973,68405.72635135135,5000.0,295,268,69,6.672297297297297,7.385135135135135,0.11483105093688173,低活跃度
L086,296,0.011483105093688172,0,6.533783783783784,6.390765765765766,6.462274774774775,5968.940033783784,71683.02364864865,5500.0,284,272,64,6.533783783783784,7.668918918918919,0.11483105093688173,低活跃度
B574,296,0.011483105093688172,0,6.489864864864865,6.145833333333334,6.3178490990990985,5977.9011824324325,71851.36824324324,5500.0,296,266,64,6.489864864864865,7.375,0.11483105093688173,低活跃度
C815,296,0.011483105093688172,0,6.516891891891892,6.010698198198199,6.263795045045045,5614.324324324324,67505.33783783784,4500.0,296,265,64,6.516891891891892,7.212837837837838,0.11483105093688173,低活跃度
L802,296,0.011483105093688172,0,6.493243243243243,6.134572072072072,6.313907657657658,5681.621621621622,68505.47297297297,4500.0,296,247,63,6.493243243243243,7.361486486486487,0.11483105093688173,低活跃度
R988,296,0.011483105093688172,0,6.41554054054054,5.923423423423423,6.169481981981982,6015.655405405405,72209.82432432432,5500.0,296,249,56,6.41554054054054,7.108108108108108,0.11483105093688173,低活跃度
W055,296,0.011483105093688172,0,6.550675675675675,5.971283783783784,6.26097972972973,5672.166385135135,68544.03716216216,4500.0,295,271,66,6.550675675675675,7.16554054054054,0.11483105093688173,低活跃度
Y495,296,0.011483105093688172,0,6.675675675675675,6.6891891891891895,6.6824324324324325,6303.59375,75975.89527027027,5500.0,295,280,77,6.675675675675675,8.027027027027026,0.11483105093688173,低活跃度
B455,296,0.011483105093688172,0,6.4324324324324325,6.151463963963963,6.291948198198199,5209.239864864865,62597.02702702703,4500.0,280,248,59,6.4324324324324325,7.381756756756757,0.11483105093688173,低活跃度
F958,296,0.011483105093688172,0,6.570945945945946,6.1542792792792795,6.362612612612613,5653.885135135135,67846.62162162163,5000.0,294,269,69,6.570945945945946,7.385135135135135,0.11483105093688173,低活跃度
F554,296,0.011483105093688172,0,6.493243243243243,6.11204954954955,6.302646396396396,6511.625844594595,78637.82094594595,5500.0,296,264,63,6.493243243243243,7.33445945945946,0.11483105093688173,低活跃度
V404,296,0.011483105093688172,0,6.510135135135135,6.328828828828828,6.419481981981982,5850.477195945946,70582.41554054055,5500.0,295,263,76,6.510135135135135,7.594594594594595,0.11483105093688173,低活跃度
E057,296,0.011483105093688172,0,6.58445945945946,6.176801801801801,6.380630630630631,5755.168918918919,69393.1081081081,5500.0,294,271,67,6.58445945945946,7.412162162162162,0.11483105093688173,低活跃度
U192,296,0.011483105093688172,0,6.72972972972973,6.354166666666666,6.541948198198199,6573.9746621621625,79413.03378378379,5500.0,295,271,66,6.72972972972973,7.625,0.11483105093688173,低活跃度
M247,296,0.011483105093688172,0,6.628378378378378,6.140202702702703,6.38429054054054,6791.25,81814.25675675676,5500.0,295,276,66,6.628378378378378,7.368243243243243,0.11483105093688173,低活跃度
C144,296,0.011483105093688172,0,6.466216216216216,6.013513513513513,6.239864864864865,5782.263513513513,69434.45945945945,5250.0,296,251,60,6.466216216216216,7.216216216216216,0.11483105093688173,低活跃度
E416,296,0.011483105093688172,0,6.547297297297297,6.190878378378378,6.369087837837838,6431.868243243243,77777.01351351352,5500.0,296,254,68,6.547297297297297,7.429054054054054,0.11483105093688173,低活跃度
B474,296,0.011483105093688172,0,6.608108108108108,6.137387387387387,6.372747747747748,5718.251689189189,68718.68243243243,5000.0,291,261,70,6.608108108108108,7.364864864864865,0.11483105093688173,低活跃度
B674,296,0.011483105093688172,0,6.516891891891892,6.128941441441442,6.322916666666666,6603.458614864865,79292.17905405405,5500.0,296,256,65,6.516891891891892,7.35472972972973,0.11483105093688173,低活跃度
A845,296,0.011483105093688172,0,6.408783783783784,6.171171171171172,6.2899774774774775,5544.5988175675675,67651.73986486487,4500.0,289,255,66,6.408783783783784,7.405405405405405,0.11483105093688173,低活跃度
R635,296,0.011483105093688172,0,6.537162162162162,6.204954954954955,6.371058558558558,5573.433277027027,67203.83445945945,5500.0,294,251,68,6.537162162162162,7.445945945945946,0.11483105093688173,低活跃度
W396,296,0.011483105093688172,0,6.41554054054054,6.106418918918919,6.26097972972973,6189.945101351352,74424.61148648648,5000.0,291,272,72,6.41554054054054,7.327702702702703,0.11483105093688173,低活跃度
K294,296,0.011483105093688172,0,6.486486486486487,6.224662162162162,6.355574324324325,6211.247466216216,75121.11824324324,5500.0,294,259,62,6.486486486486487,7.469594594594595,0.11483105093688173,低活跃度
O576,296,0.011483105093688172,0,6.58445945945946,6.126126126126126,6.355292792792793,5917.314189189189,71455.4054054054,5500.0,283,260,67,6.58445945945946,7.351351351351352,0.11483105093688173,低活跃度
Q821,296,0.011483105093688172,0,6.388513513513513,6.114864864864865,6.2516891891891895,5225.295608108108,62818.41216216216,4500.0,289,261,69,6.388513513513513,7.337837837837838,0.11483105093688173,低活跃度
S764,296,0.011483105093688172,0,6.47972972972973,6.219031531531531,6.349380630630631,5083.378378378378,61167.77027027027,4000.0,295,272,62,6.47972972972973,7.462837837837838,0.11483105093688173,低活跃度
W657,296,0.011483105093688172,0,6.516891891891892,6.120495495495495,6.318693693693693,5996.435810810811,72166.68918918919,5500.0,294,266,72,6.516891891891892,7.344594594594595,0.11483105093688173,低活跃度
V042,296,0.011483105093688172,0,6.506756756756757,6.11204954954955,6.309403153153153,5236.4315878378375,62982.44932432433,4500.0,294,242,68,6.506756756756757,7.33445945945946,0.11483105093688173,低活跃度
L161,296,0.011483105093688172,0,6.530405405405405,6.190878378378378,6.360641891891892,5976.8074324324325,71981.82432432432,5500.0,296,262,76,6.530405405405405,7.429054054054054,0.11483105093688173,低活跃度
K909,296,0.011483105093688172,0,6.54054054054054,6.190878378378378,6.36570945945946,6402.7449324324325,77604.89864864865,5500.0,292,265,73,6.54054054054054,7.429054054054054,0.11483105093688173,低活跃度
E956,295,0.01144431081972301,0,6.5423728813559325,6.175141242937853,6.358757062146893,6024.6016949152545,72549.45762711864,5500.0,295,264,71,6.5423728813559325,7.410169491525424,0.1144431081972301,低活跃度
S732,295,0.01144431081972301,0,6.877966101694915,6.711864406779661,6.794915254237288,7660.8042372881355,93826.26101694915,6500.0,294,274,77,6.877966101694915,8.054237288135592,0.1144431081972301,低活跃度
I426,295,0.01144431081972301,0,6.4271186440677965,6.0423728813559325,6.2347457627118645,5654.843220338983,67971.67796610169,5500.0,294,271,66,6.4271186440677965,7.250847457627119,0.1144431081972301,低活跃度
N737,295,0.01144431081972301,0,6.569491525423729,6.031073446327684,6.300282485875706,5957.563559322034,71834.83050847458,5500.0,292,270,65,6.569491525423729,7.237288135593221,0.1144431081972301,低活跃度
S655,295,0.01144431081972301,0,6.640677966101695,6.6158192090395485,6.628248587570622,6576.45,79278.41694915254,5500.0,295,280,71,6.640677966101695,7.938983050847457,0.1144431081972301,低活跃度
P353,295,0.01144431081972301,0,6.454237288135594,6.231638418079096,6.342937853107345,5652.795762711864,67886.09152542373,5000.0,295,255,63,6.454237288135594,7.477966101694915,0.1144431081972301,低活跃度
T818,295,0.01144431081972301,0,6.508474576271187,6.3192090395480225,6.413841807909605,5989.73813559322,71973.46779661017,5500.0,295,263,65,6.508474576271187,7.583050847457627,0.1144431081972301,低活跃度
G691,295,0.01144431081972301,0,6.501694915254237,6.194915254237288,6.348305084745762,5269.983050847458,63695.72881355932,4500.0,294,261,71,6.501694915254237,7.433898305084746,0.1144431081972301,低活跃度
S546,295,0.01144431081972301,0,6.3830508474576275,5.93502824858757,6.159039548022599,5103.9915254237285,61439.42372881356,4500.0,283,262,62,6.3830508474576275,7.122033898305085,0.1144431081972301,低活跃度
W805,295,0.01144431081972301,0,6.498305084745763,6.090395480225989,6.294350282485875,6272.89406779661,76235.74576271187,5500.0,294,259,73,6.498305084745763,7.308474576271187,0.1144431081972301,低活跃度
C354,295,0.01144431081972301,0,6.437288135593221,6.322033898305085,6.379661016949153,5097.3347457627115,61454.457627118645,4500.0,294,238,66,6.437288135593221,7.5864406779661016,0.1144431081972301,低活跃度
I485,295,0.01144431081972301,0,6.647457627118644,6.327683615819209,6.487570621468926,6161.0389830508475,74552.80677966101,5500.0,294,274,67,6.647457627118644,7.593220338983051,0.1144431081972301,低活跃度
V883,295,0.01144431081972301,0,6.555932203389831,6.322033898305085,6.438983050847457,5912.85593220339,71401.72881355933,5500.0,293,267,67,6.555932203389831,7.5864406779661016,0.1144431081972301,低活跃度
B470,295,0.01144431081972301,0,6.68135593220339,6.2175141242937855,6.449435028248588,7234.60593220339,87786.45762711864,6500.0,292,282,79,6.68135593220339,7.461016949152542,0.1144431081972301,低活跃度
O776,295,0.01144431081972301,0,6.501694915254237,6.002824858757062,6.25225988700565,6193.669491525424,74856.2372881356,5050.0,294,266,76,6.501694915254237,7.203389830508475,0.1144431081972301,低活跃度
X673,295,0.01144431081972301,0,6.4271186440677965,6.008474576271187,6.217796610169492,6553.877118644068,78890.59322033898,5500.0,295,274,66,6.4271186440677965,7.2101694915254235,0.1144431081972301,低活跃度
R494,295,0.01144431081972301,0,6.498305084745763,6.073446327683616,6.285875706214689,5822.722881355932,70001.48813559322,5500.0,295,272,59,6.498305084745763,7.288135593220339,0.1144431081972301,低活跃度
R105,295,0.01144431081972301,0,6.423728813559322,6.463276836158192,6.443502824858757,5395.6949152542375,65063.59322033898,4500.0,295,272,64,6.423728813559322,7.755932203389831,0.1144431081972301,低活跃度
J532,295,0.01144431081972301,0,6.5728813559322035,5.9858757062146895,6.279378531073447,5532.766949152542,66557.61016949153,5000.0,291,240,60,6.5728813559322035,7.183050847457627,0.1144431081972301,低活跃度
L977,295,0.01144431081972301,0,6.447457627118644,6.15819209039548,6.302824858757062,5280.271186440678,63736.13559322034,4500.0,292,246,65,6.447457627118644,7.389830508474576,0.1144431081972301,低活跃度
V625,295,0.01144431081972301,0,6.4576271186440675,6.251412429378531,6.354519774011299,5705.707627118644,68548.15254237287,5500.0,295,255,61,6.4576271186440675,7.501694915254237,0.1144431081972301,低活跃度
G904,295,0.01144431081972301,0,6.464406779661017,5.994350282485875,6.229378531073446,6203.360169491525,74842.01694915254,5500.0,294,233,61,6.464406779661017,7.193220338983051,0.1144431081972301,低活跃度
K845,295,0.01144431081972301,0,6.583050847457627,6.46045197740113,6.521751412429379,6384.533898305085,77146.61016949153,5500.0,295,276,68,6.583050847457627,7.752542372881356,0.1144431081972301,低活跃度
O621,295,0.01144431081972301,0,6.633898305084746,6.214689265536723,6.424293785310735,6132.021186440678,73918.15254237287,5500.0,293,268,75,6.633898305084746,7.4576271186440675,0.1144431081972301,低活跃度
I345,295,0.01144431081972301,0,6.579661016949153,6.200564971751413,6.390112994350282,5472.881355932203,65771.18644067796,5000.0,288,265,71,6.579661016949153,7.440677966101695,0.1144431081972301,低活跃度
Y770,295,0.01144431081972301,0,6.552542372881356,6.268361581920904,6.41045197740113,5945.368644067797,71378.32203389831,5500.0,295,246,68,6.552542372881356,7.522033898305085,0.1144431081972301,低活跃度
E072,294,0.011405516545757846,0,6.462585034013605,6.020408163265306,6.241496598639456,5875.2125850340135,71213.43537414966,5500.0,287,262,68,6.462585034013605,7.224489795918367,0.11405516545757846,低活跃度
S750,294,0.011405516545757846,0,6.3979591836734695,5.9353741496598635,6.166666666666667,5584.68537414966,67070.6462585034,5000.0,294,253,69,6.3979591836734695,7.122448979591836,0.11405516545757846,低活跃度
N914,294,0.011405516545757846,0,6.418367346938775,6.119614512471656,6.2689909297052155,5596.653911564626,67290.79931972788,4500.0,292,255,65,6.418367346938775,7.343537414965986,0.11405516545757846,低活跃度
H696,294,0.011405516545757846,0,6.51360544217687,6.278344671201814,6.395975056689343,5716.760204081633,68847.72108843537,5300.0,292,261,63,6.51360544217687,7.534013605442177,0.11405516545757846,低活跃度
N273,294,0.011405516545757846,0,6.551020408163265,6.204648526077098,6.377834467120181,6657.329931972789,80600.54421768707,5500.0,294,240,69,6.551020408163265,7.445578231292517,0.11405516545757846,低活跃度
I219,294,0.011405516545757846,0,6.574829931972789,6.156462585034014,6.365646258503402,5877.946428571428,70671.41156462584,5000.0,294,254,59,6.574829931972789,7.387755102040816,0.11405516545757846,低活跃度
J722,294,0.011405516545757846,0,6.48639455782313,6.159297052154194,6.322845804988662,5000.391156462585,60004.69387755102,4500.0,288,271,62,6.48639455782313,7.391156462585034,0.11405516545757846,低活跃度
I705,294,0.011405516545757846,0,6.5,6.062925170068027,6.281462585034014,5689.481292517007,68391.12244897959,5000.0,293,257,52,6.5,7.275510204081633,0.11405516545757846,低活跃度
D767,294,0.011405516545757846,0,6.561224489795919,6.096938775510204,6.329081632653061,5848.622448979592,70571.22448979592,5500.0,293,266,68,6.561224489795919,7.316326530612245,0.11405516545757846,低活跃度
G022,294,0.011405516545757846,0,6.5646258503401365,6.108276643990929,6.336451247165533,5699.7959183673465,68501.2925170068,5000.0,292,252,63,6.5646258503401365,7.329931972789115,0.11405516545757846,低活跃度
Q598,294,0.011405516545757846,0,6.442176870748299,6.303854875283446,6.3730158730158735,6148.1122448979595,74030.74829931973,5500.0,293,248,70,6.442176870748299,7.5646258503401365,0.11405516545757846,低活跃度
J232,294,0.011405516545757846,0,6.445578231292517,5.941043083900227,6.1933106575963714,5775.973639455782,69388.21428571429,5500.0,293,267,67,6.445578231292517,7.129251700680272,0.11405516545757846,低活跃度
Q828,294,0.011405516545757846,0,6.401360544217687,6.054421768707483,6.227891156462585,5946.981292517007,71692.0068027211,5000.0,294,265,67,6.401360544217687,7.26530612244898,0.11405516545757846,低活跃度
G065,294,0.011405516545757846,0,6.4727891156462585,6.181972789115647,6.3273809523809526,5446.109693877551,65448.554421768706,5000.0,293,268,67,6.4727891156462585,7.418367346938775,0.11405516545757846,低活跃度
O525,294,0.011405516545757846,0,6.653061224489796,6.505102040816326,6.579081632653061,8524.056972789116,104754.6700680272,7000.0,294,280,76,6.653061224489796,7.8061224489795915,0.11405516545757846,低活跃度
Z581,294,0.011405516545757846,0,6.4727891156462585,6.173469387755102,6.3231292517006805,5977.372448979592,71886.63265306123,5500.0,293,271,76,6.4727891156462585,7.408163265306122,0.11405516545757846,低活跃度
W029,294,0.011405516545757846,0,6.431972789115647,6.156462585034014,6.29421768707483,5258.618197278912,63329.60884353742,4500.0,291,249,67,6.431972789115647,7.387755102040816,0.11405516545757846,低活跃度
R761,294,0.011405516545757846,0,6.5476190476190474,6.340702947845806,6.444160997732426,5386.989795918367,64924.489795918365,4500.0,294,248,67,6.5476190476190474,7.608843537414966,0.11405516545757846,低活跃度
B383,294,0.011405516545757846,0,6.5476190476190474,6.139455782312925,6.343537414965986,6595.789115646258,79496.40816326531,5500.0,293,253,60,6.5476190476190474,7.36734693877551,0.11405516545757846,低活跃度
Z450,294,0.011405516545757846,0,6.479591836734694,6.267006802721088,6.3732993197278915,6215.216836734694,74807.09183673469,5500.0,294,268,67,6.479591836734694,7.520408163265306,0.11405516545757846,低活跃度
U072,293,0.011366722271792683,0,6.590443686006826,6.040955631399317,6.315699658703072,6722.1450511945395,81088.94880546075,5500.0,285,259,65,6.590443686006826,7.249146757679181,0.11366722271792683,低活跃度
J130,293,0.011366722271792683,0,6.494880546075085,5.992605233219567,6.243742889647327,5734.116894197952,69012.47440273038,5000.0,293,269,67,6.494880546075085,7.191126279863481,0.11366722271792683,低活跃度
G378,293,0.011366722271792683,0,6.488054607508532,5.989761092150171,6.238907849829351,6330.938566552901,76170.92150170649,5500.0,292,253,63,6.488054607508532,7.187713310580205,0.11366722271792683,低活跃度
S668,293,0.011366722271792683,0,6.395904436860068,6.094994311717861,6.245449374288965,5841.042662116041,70351.8976109215,4500.0,290,254,66,6.395904436860068,7.313993174061434,0.11366722271792683,低活跃度
H574,293,0.011366722271792683,0,6.467576791808874,6.131968145620023,6.299772468714448,5643.732935153584,68002.95221843003,5000.0,293,258,68,6.467576791808874,7.3583617747440275,0.11366722271792683,低活跃度
J565,293,0.011366722271792683,0,6.426621160409557,6.399317406143345,6.412969283276451,5451.190273037542,65595.17064846416,5000.0,293,250,65,6.426621160409557,7.679180887372014,0.11366722271792683,低活跃度
S198,293,0.011366722271792683,0,6.675767918088737,6.294084186575654,6.484926052332195,6584.816552901024,79847.15017064847,5500.0,292,265,69,6.675767918088737,7.552901023890785,0.11366722271792683,低活跃度
J037,293,0.011366722271792683,0,6.399317406143345,5.964163822525597,6.181740614334471,6411.540102389078,77155.204778157,5500.0,289,252,64,6.399317406143345,7.156996587030717,0.11366722271792683,低活跃度
B623,293,0.011366722271792683,0,6.436860068259386,6.222980659840728,6.329920364050057,6390.337030716723,77021.92832764504,5000.0,278,248,69,6.436860068259386,7.467576791808874,0.11366722271792683,低活跃度
J674,293,0.011366722271792683,0,6.535836177474403,6.265642775881683,6.400739476678043,6219.146757679181,74788.46416382253,5500.0,293,258,60,6.535836177474403,7.51877133105802,0.11366722271792683,低活跃度
L015,293,0.011366722271792683,0,6.412969283276451,6.023890784982935,6.2184300341296925,6188.276450511946,74487.98634812287,5500.0,292,227,63,6.412969283276451,7.228668941979522,0.11366722271792683,低活跃度
M697,293,0.011366722271792683,0,6.546075085324232,6.117747440273037,6.331911262798635,5768.32337883959,69443.43003412969,5500.0,293,272,74,6.546075085324232,7.341296928327645,0.11366722271792683,低活跃度
Q985,293,0.011366722271792683,0,6.638225255972697,6.311149032992037,6.474687144482366,6170.445392491468,74494.15017064847,5500.0,293,279,65,6.638225255972697,7.573378839590443,0.11366722271792683,低活跃度
K389,293,0.011366722271792683,0,6.539249146757679,6.390784982935154,6.465017064846417,5891.668088737201,70962.8156996587,5500.0,279,273,65,6.539249146757679,7.6689419795221845,0.11366722271792683,低活跃度
B055,293,0.011366722271792683,0,6.511945392491468,6.3310580204778155,6.421501706484642,5877.581058020478,70619.70989761093,5500.0,293,248,65,6.511945392491468,7.597269624573379,0.11366722271792683,低活跃度
S808,293,0.011366722271792683,0,6.590443686006826,6.368031854379977,6.479237770193402,5851.168941979522,70864.19795221843,5000.0,293,269,70,6.590443686006826,7.6416382252559725,0.11366722271792683,低活跃度
T739,293,0.011366722271792683,0,6.563139931740614,5.995449374288965,6.279294653014789,5475.3071672354945,65992.0819112628,4500.0,290,262,50,6.563139931740614,7.194539249146757,0.11366722271792683,低活跃度
N780,292,0.01132792799782752,0,6.455479452054795,6.335616438356165,6.39554794520548,5357.448630136986,64354.45205479452,4500.0,291,248,63,6.455479452054795,7.602739726027397,0.1132792799782752,低活跃度
K628,292,0.01132792799782752,0,6.660958904109589,6.2243150684931505,6.44263698630137,6172.495719178082,74523.71575342465,5500.0,291,256,55,6.660958904109589,7.469178082191781,0.1132792799782752,低活跃度
